Post_ID,Post_Date,Platform,Content_Type,Campaign_Name,Country,City,Latitude,Longitude,Audience_Age_Group,Sentiment,Followers,Impressions,Likes,Shares,Comments,Clicks,Engagement_Rate_Percent
POST-0994,23/01/2025,LinkedIn,Video,Customer Education,USA,New York,40.979,-73.7094,25-34,Negative,255739,66133,12689,618,1339,3692,
POST-0917,12/10/2025,YT,Text Post,customer education,south africa,Cape Town,-33.8753,18.4798,45-54,Neutral,645800,371482,25588,1977,3061,3823,8.24
POST-0008,2025-10-24,x ,image,Customer Education, united kingdom,London,51.6016,-0.0885,35-44,Positive,336830,164063,20579,1034,2094,11312,14.45
POST-0116,16/09/2025,YouTube,Live Stream,Seasonal Promo,ghana,Accra,5.8914,0.0625,35-44,Neutral,498967,261386,48205,1965,5932,9791,21.46
POST-0322,03/09/2025,X,Carousel,Seasonal Promotion,SA,Cape Town,-33.9356,18.3564,45-54,Negative,161460,79204,4491,213,112,4259,6.08
POST-0742,09-Aug-2025,facebook,LIVE STREAM,Promo,America,New York,40.5689,-74.0412,25-34,Neutral,415408,161686,36314,7183,5156,10576,30.09
POST-0466,05/17/2025,instagram,,seasonal promotion,America,New York,40.9691,-73.7812,18-24,Positive,469297,238862,21804,1489,3480,11357,11.21
POST-0148,02/06/2025,X,SHORT,Education, united kingdom,London,51.7369,-0.3275,35-44,Negative,348010,67477,5661,446,524,1506,9.83
POST-0059,03/05/2025,FB,Image,Influencer,Ghana,Accra,5.8485,-0.4333,18-24,Positive,530349,191516,11628,952,395,7743,6.77
POST-0766,19/11/2025,Twitter,Live,Community,france,Paris,49.0195,2.4183,35-44,Neutral,234350,195542,20242,3841,1016,13148,12.84
POST-0485,12-Jan-2025,instagram,REEL,Influencer Campaign,India,Mumbai,19.1828,72.6249,25-34,Neutral,739901,333933,28338,6082,1354,3903,10.71
POST-0914,15-Jul-2025,tiktok,live stream,brand awareness,france,Paris,48.8259,2.1881,18-24,Neutral,505991,383070,49658,3119,4069,15721,14.84
POST-0645,27/10/2025,LinkedIn,CAROUSEL,Influencer,United Kingdom,London,51.3428,-0.1847,55+,Neutral,234882,192346,19838,1676,878,4491,11.64
POST-0415,26/05/2025, Facebook,carousel,Community,AUS,Sydney,-34.1353,151.3397,18-24,Positive,283869,132931,1958,96,128,2077,1.64
POST-0248,13-Nov-2025,twitter,text post,seasonal promotion,United States,New York,41.01,-74.2601,35-44,Neutral,253048,135403,6470,1319,295,4673,5.97
POST-0691,12-May-2025,YT,image,product launch,Ghana,Accra,5.3862,-0.3711,35-44,Neutral,710218,361910,41828,6083,6309,19477,
POST-0056,13/06/2025,youtube,REEL,Launch,GH,Accra,5.5885,0.0932,55+,Positive,772679,,41284,6232,5695,18408,12.44
POST-0916,06/25/2025,facebook,short,brand awareness,germany,Berlin,52.6026,13.6235,25-34,Negative,359866,250652,14453,1646,1510,14110,7.03
POST-0143,02/22/2025,TIKTOK,video,Brand Awareness,USA,New York,40.9502,,25-34,Neutral,666629,320190,55561,4550,2283,9811,19.49
POST-0468,2025-06-22,X,Live,seasonal promotion,india,Mumbai,18.8103,,25-34,Neutral,286777,173604,2682,112,63,1183,1.65
POST-0432,06/10/2025,twitter,CAROUSEL,Influencer, CANADA,Toronto,43.6849,-79.5605,18-24,Negative,352094,120991,28289,4013,1946,8097,28.31
POST-0154,29-Apr-2025,twitter,Short,,france,Paris,48.9317,2.1939,18-24,Negative,379635,179872,24566,4120,3599,8954,17.95
POST-0347,2025-03-09,IG,video,Community,America,New York,40.6626,-73.9054,55+,Positive,,60664,4089,632,117,2778,7.98
POST-0340,2025-10-07,facebook,Text Post,Seasonal Promo,germany,Berlin,52.534,13.6088,45-54,Neutral,397960,271798,10067,1449,236,10472,4.32
POST-0334,25-May-2025,linkedin,Video ,Awareness, CANADA,Toronto,43.3978,-79.5892,55+,Negative,137555,46123,11536,1543,1572,609,31.77
POST-0465,02/04/2025,twitter,image,product launch,United Kingdom,London,51.527,-0.0169,25-34,Positive,323228,184760,8767,447,727,1360,5.38
POST-0257,05/10/2025,X,,seasonal promotion,France,Paris,48.5985,2.47,45-54,Positive,207421,138826,22987,3344,2821,10318,21.0
POST-0150,03/12/2025,linkedin,Video,Promo,America,New York,40.4599,-74.2724,45-54,Neutral,260768,185688,11876,1719,624,2208,7.66
POST-0782,03/22/2025,Instagram,reel,product launch,south africa,Cape Town,-33.6883,18.4731,35-44,Positive,565934,289546,35952,4794,821,11140,14.36
POST-0429,03/06/2025,YouTube,Reel,product launch,United States,New York,40.5005,-74.2298,18-24,Neutral,646587,325188,32962,4345,715,8110,11.69
POST-0023,2025-05-16,Facebook,REEL,brand awareness, CANADA,Toronto,43.4426,-79.5238,35-44,Negative,379811,210218,6257,253,519,5643,3.34
POST-0523,30/12/2025,Linked In,Image ,Customer Education,FR,Paris,48.9246,2.311,45-54,Neutral,278548,34987,8237,1218,601,239,28.74
POST-0986,2025-08-14, Facebook,,brand awareness,UK,London,51.6271,0.0272,55+,Positive,393452,64482,28237,2528,3706,1192,53.46
POST-0365,04/09/2025,LINKEDIN,Text Post ,Community Engagement,South Africa,Cape Town,-34.0068,18.1438,55+,Positive,166504,45071,5969,308,307,732,999
POST-0962,2025-04-16,Facebook,Image,customer education,United States,New York,40.6165,-74.2159,25-34,Neutral,465274,116736,27339,1819,1113,2361,25.93
POST-0927,07/05/2025,FB,Text Post ,seasonal promotion,America,New York,40.5887,-73.777,25-34,Negative,338744,243122,9244,1604,596,15462,4.71
POST-0089,11-Oct-2025,YouTube,Text,customer education,Nigeria,Lagos,6.795,3.0801,35-44,Positive,758625,347955,23316,2208,2499,17180,
POST-0991,03/20/2025,youtube,Photo,Seasonal Promo,NIGERIA,Lagos,6.7935,3.4953,18-24,Positive,574586,249701,41728,8655,5370,6183,22.33
POST-0207,29-Jan-2025,tiktok,Carousel ,Promo,GH,Accra,5.4475,-0.1554,35-44,Negative,434565,130296,6439,890,556,3365,6.05
POST-0820,09/10/2025,TikTok,LIVE STREAM,Promo,DE,Berlin,52.6382,13.6679,45-54,Neutral,524534,162432,7671,525,349,12292,5.26
POST-0180,02/03/2025,IG,VID,Community Engagement,France,Paris,49.0994,2.5446,55+,Positive,623879,383683,57238,9164,4817,27076,18.56
POST-0974,02/28/2025,tiktok,REEL,Brand Awareness ,FR,Paris,48.8713,2.2885,35-44,Neutral,950861,269549,103082,4738,3143,3495,41.17
POST-0877,03-May-2025,tiktok,Text,Brand Awareness ,ghana,Accra,5.7867,0.0599,25-34,Neutral,547362,250463,18474,2704,1439,6397,9.03
POST-0408,01/09/2025,Instagram,Text,Community,Canada,Toronto,43.4654,-79.4904,55+,Neutral,753625,348569,28469,3676,3384,20867,10.19
POST-0360,2025-07-05,You Tube,,Promo,DE,Berlin,52.3234,13.6494,45-54,Neutral,905452,529177,54598,8933,5931,22581,13.13
POST-0422,03/25/2025,Facebook,reel,Seasonal Promo,SA,Cape Town,-34.073,18.2067,45-54,Negative,472915,107048,39872,4259,3873,6437,44.84
POST-0436,09/26/2025,You Tube,VID,Product Launch ,FR,Paris,49.0832,2.6286,18-24,Neutral,629949,461059,25713,3338,2730,23279,6.89
POST-0424,26-Apr-2025,x ,Photo,community engagement,Nigeria,Lagos,6.2431,3.1518,18-24,Positive,264587,170083,4412,727,553,12244,3.35
POST-0184,21-Apr-2025, Insta,reel,Brand Awareness ,USA,New York,40.7597,-73.9743,55+,Neutral,693304,181460,19724,2114,1658,5787,12.95
POST-0090,12/31/2025,TikTok ,Image ,Seasonal Promotion,US,New York,40.9684,-74.0702,45-54,Neutral,705862,352524,8454,1740,1231,20292,3.24
POST-0820,09/10/2025,TikTok,LIVE STREAM,Promo,DE,Berlin,52.6382,13.6679,45-54,Neutral,524534,162432,7671,525,349,12292,5.26
POST-0255,20/03/2025,You Tube,Short,Education,SA,Cape Town,-33.6324,18.1668,18-24,Neutral,,110702,37558,4038,3937,1688,41.13
POST-0289,01/25/2025,Facebook,,Brand Awareness ,United Kingdom,London,51.3813,-0.3367,18-24,Negative,412645,200197,50234,8806,7747,5722,33.36
POST-0455,20/08/2025,You Tube,CAROUSEL,Product Launch,United Kingdom,London,51.6789,-0.0448,45-54,Neutral,802251,339624,69781,14521,7733,23031,27.1
POST-0130,2025-10-04,LinkedIn,Video ,Community Engagement,ghana,Accra,5.7632,0.0591,55+,Neutral,195093,97759,19739,3542,2188,3204,26.05
POST-0625,2025-07-15,You Tube,Text,Launch,India,Mumbai,18.9317,72.7875,45-54,Negative,786393,661301,9368,618,764,,1.63
POST-0085,05/08/2025,YT,Short,Launch,NIGERIA,Lagos,6.3036,3.5957,25-34,Neutral,695049,346104,71512,11335,4450,14956,25.22
POST-0252,14/12/2025,Twitter,Carousel,influencer campaign,france,Paris,48.6984,2.3093,25-34,Neutral,289179,101824,9512,1468,1367,7012,12.13
POST-0291,07/06/2025,facebook,carousel,Awareness,ghana,Accra,5.5279,-0.0777,18-24,Negative,396569,121706,27436,2371,2366,8610,26.44
POST-0045,20/09/2025,X,Carousel,Launch,australia,Sydney,-33.7512,150.9926,18-24,Positive,316037,252590,25477,4764,3664,9122,13.42
POST-0159,30/10/2025,You Tube,Carousel ,brand awareness,australia,Sydney,-33.8295,151.305,25-34,Negative,702268,168344,22638,3548,2707,10099,17.16
POST-0855,2025-09-22,Facebook,Photo,Product Launch,australia,Sydney,-33.5992,151.4458,25-34,Negative,205451,160148,13697,2354,1972,4996,11.25
POST-0245,07-Apr-2025,Linked In,LIVE STREAM,Customer Education,Germany,Berlin,52.5605,13.1243,35-44,Negative,230735,90801,5975,722,,4386,8.02
POST-0458,22/04/2025,tiktok,Live Stream,Community Engagement,australia,Sydney,-34.0871,151.4935,35-44,Positive,557689,274421,,2619,1739,21740,6.08
POST-0290,09/14/2025,tiktok,SHORT,,US,New York,40.7411,-73.7246,18-24,Neutral,783103,450388,45295,2881,2750,34009,11.31
POST-0113,12/02/2025,YouTube,Text Post ,Brand Awareness,INDIA,Mumbai,18.8087,72.9637,45-54,Positive,976238,276772,28149,4893,3415,21223,13.17
POST-0471,2025-05-10,TikTok,VID,Brand Awareness,france,Paris,48.928,2.2293,35-44,Neutral,999886,822277,84533,7361,10368,43813,12.44
POST-0843,23-Mar-2025,linkedin,reel,Influencer,Australia,Sydney,-33.9743,151.3303,35-44,Negative,248621,132810,4131,761,548,8604,4.1
POST-0206,2025-12-10,Instagram,CAROUSEL,Brand Awareness ,DE,Berlin,52.454,13.554,25-34,Positive,460750,134681,17620,3368,2431,6440,17.39
POST-0959,05/01/2025,Instagram ,Text Post,Customer Education,SA,Cape Town,-33.8971,18.624,35-44,Positive,441289,183080,7468,1475,180,9025,4.98
POST-0823,05/09/2025,TikTok,SHORT,Education,south africa,Cape Town,-34.0152,18.1347,35-44,Neutral,894715,175202,53847,7004,4102,5377,37.07
POST-0348,08/11/2025,twitter,video,Seasonal Promotion,INDIA,Mumbai,19.3555,73.0377,35-44,Neutral,370207,272009,29363,3337,3198,20558,13.2
POST-0295,2025-02-19,LinkedIn,text post,community engagement,ghana,Accra,5.5147,0.0099,35-44,Positive,,98884,5932,820,256,,7.09
POST-0467,23/09/2025,X,reel,seasonal promotion,UK,London,51.6265,-0.374,45-54,Negative,247161,139161,5548,1128,505,9926,5.16
POST-0602,24-Jun-2025,X,Video,Influencer,SA,Cape Town,-33.7743,18.6647,55+,Neutral,389598,283565,12049,518,1769,15959,5.06
POST-0563,01/05/2025,TIKTOK,reel,Community,Canada,Toronto,43.6349,-79.6282,18-24,Negative,821909,212690,80022,,9434,9393,46.56
POST-0412,2025-11-10,TIKTOK,Live,Community,france,Paris,49.0287,2.3852,25-34,Positive,,287056,45643,6177,3092,16258,19.13
POST-0112,07/10/2025,tiktok,CAROUSEL,Promo, Nigeria ,Lagos,6.3332,,25-34,Neutral,711332,226515,14643,1642,2265,7685,8.19
POST-0144,24/09/2025,youtube,Live Stream,Product Launch ,nigeria,Lagos,6.701,3.43,18-24,Negative,905675,322271,45806,7450,2917,16818,17.43
POST-0911,2025-08-27,You Tube,image,Community Engagement,United Kingdom,London,51.5293,-0.0462,35-44,Neutral,569161,164719,13616,618,874,5502,9.17
POST-0755,07/25/2025,youtube,Text Post,Brand Awareness,US,New York,40.6434,-73.7238,45-54,Neutral,409991,228138,14712,2825,2168,15915,8.64
POST-0157,31/08/2025,Linked In,Live,Product Launch ,AUS,Sydney,-33.7276,151.1375,55+,Negative,240312,195528,10707,2295,1601,4241,7.47
POST-0770,07/03/2025,TIKTOK,Video,Promo,germany,Berlin,52.6515,13.5625,35-44,Positive,695854,99376,60093,4782,5019,6197,70.33
POST-0610,18-Sep-2025,X,Reel,Launch,GH,Accra,5.8948,-0.0137,35-44,Negative,303132,113959,29316,5769,3682,7883,34.02
POST-0012,06/18/2025,facebook,Image,Community Engagement,FR,Paris,49.1471,2.1216,18-24,Negative,439146,258341,30664,6563,1811,9035,15.11
POST-0079,2025-11-14,Tik Tok,carousel,Launch,AUS,Sydney,-33.7233,151.3689,18-24,Neutral,986105,522591,44848,3369,3307,28209,9.86
POST-0439,03/29/2025,Twitter,image,Product Launch,germany,Berlin,52.3015,13.2773,45-54,Negative,284706,44212,12196,612,474,738,30.04
POST-0042,21/01/2025,IG,Live Stream,Influencer,USA,New York,40.6128,-73.9564,45-54,Positive,591481,334280,42935,9376,4008,10794,16.85
POST-0227,07-Mar-2025,x ,LIVE STREAM,product launch,south africa,Cape Town,-34.0485,18.1409,45-54,Positive,290458,79942,20999,4102,767,3237,32.36
POST-0127,04-Jul-2025,IG,carousel,brand awareness,SA,Cape Town,-33.9814,18.6144,55+,Positive,401326,254331,3744,810,244,11216,1.89
POST-0376,2025-08-30,YT,Image,Community,France,Paris,48.8081,2.157,25-34,Neutral,705541,251163,53866,4818,5959,3906,25.74
POST-0737,2025-07-01,linkedin,Text Post,seasonal promotion,United States,New York,40.414,-73.9183,35-44,Neutral,247489,125748,3586,244,94,9471,3.12
POST-0760,06-Sep-2025,YT,Live Stream,Community Engagement,FR,Paris,48.6535,2.6068,45-54,Neutral,392032,184044,20052,3930,1830,12925,14.02
POST-0919,2025-08-23,tiktok,Text,Launch,France,Paris,49.0912,2.2467,45-54,Positive,875811,743150,23810,3144,2012,55327,3.9
POST-0750,28/12/2025,LinkedIn,reel,Promo,australia,Sydney,-33.6114,151.166,18-24,Positive,230236,193581,16382,1383,2510,9366,10.47
POST-0491,14-Jan-2025,You Tube,text post,Influencer,United States,New York,40.8871,,25-34,Negative,605922,503249,30430,1564,3283,21195,7.01
POST-0496,09-Mar-2025,YouTube,LIVE STREAM,Influencer Campaign,ghana,Accra,5.627,-0.3193,35-44,Negative,553476,274195,3808,399,201,12842,1.61
POST-0643,06/29/2025,x ,short,Customer Education,America,New York,40.6843,-73.9185,25-34,Negative,379135,89226,34328,2762,2906,5519,44.83
POST-0007,02-Oct-2025,twitter,Short,product launch,Canada,Toronto,43.9444,-79.5241,45-54,Negative,,234534,19673,3883,601,16229,10.3
POST-0889,23-Aug-2025,x ,Video,Influencer Campaign,INDIA,Mumbai,18.852,72.6408,45-54,Positive,287926,157869,,3446,3221,9332,18.36
POST-0965,16-Sep-2025,Linked In,Short,community engagement,Germany,Berlin,52.7594,13.687,55+,Positive,177258,48859,20157,2064,762,2817,47.04
POST-0320,05-Apr-2025,instagram,VID,Seasonal Promotion,DE,Berlin,52.4186,13.2394,35-44,Neutral,506160,245801,13648,1055,1854,7800,6.74
POST-0046,28-Sep-2025,IG,image,Influencer,ghana,Accra,5.4161,-0.0861,55+,Negative,497341,77016,6634,609,412,,9.94
POST-0199,03/03/2025,YouTube,Text Post ,Influencer, Nigeria ,Lagos,6.4381,3.4792,55+,Neutral,452298,109984,23024,3993,3337,3550,27.6
POST-0842,07/06/2025,IG,Image ,Promo,United States,New York,40.7857,-73.8758,45-54,Positive,617837,503150,40192,5077,5640,23295,10.12
POST-0516,05/06/2025,,Live Stream,Brand Awareness ,INDIA,Mumbai,18.8322,73.0833,18-24,Neutral,233522,178623,4978,306,759,7885,3.38
POST-0518,25-Oct-2025,TIKTOK,LIVE STREAM,,Australia,Sydney,-33.9372,151.0052,25-34,Negative,592136,471426,13788,2139,1983,27178,3.8
POST-0926,2025-07-21,TikTok,short,Community Engagement, Nigeria ,Lagos,6.7402,3.2027,18-24,Positive,849029,414151,86147,13713,13297,4457,27.32
POST-0325,07/16/2025,,Short,customer education,ghana,Accra,5.7898,-0.1324,55+,Neutral,576931,432596,22441,3360,2005,14643,6.43
POST-0442,13/01/2025,linkedin,Video,Launch,United Kingdom,London,51.8064,-0.3356,45-54,Negative,271407,98751,19872,2122,1644,5033,23.94
POST-0594,2025-04-24,TIKTOK,reel,Education,Nigeria,Lagos,6.314,3.6553,18-24,Positive,973751,738786,70516,9670,6894,48270,11.79
POST-0232,2025-01-01, Insta,SHORT,Education,US,New York,40.9398,-74.1795,35-44,Negative,580819,425639,65353,8286,6777,14263,18.89
POST-0196,07/03/2025,facebook,Live,Brand Awareness,canada,Toronto,43.7538,-79.2305,25-34,Negative,422151,353006,29869,2847,,13011,9.69
POST-0880,29-Oct-2025,instagram,reel,Education,ghana,Accra,5.7089,0.1056,25-34,Negative,250964,198104,15610,1263,1307,9478,9.18
POST-0720,2025-08-01,youtube,REEL,Influencer,Nigeria,Lagos,6.3887,3.4473,18-24,Negative,658404,119046,32234,2592,4915,4109,33.38
POST-0370,14/10/2025,Facebook,Carousel ,Promo,SA,Cape Town,-33.9999,18.185,35-44,Neutral,281882,90200,20095,3037,1640,954,27.46
POST-0039,05/11/2025,LinkedIn,video,Customer Education,United States,New York,40.6558,-73.7263,45-54,Negative,216770,137362,18520,1326,1356,,15.44
POST-0969,22-Aug-2025,TikTok,carousel,Promo, CANADA,Toronto,43.8799,-79.368,35-44,Neutral,822016,125666,13171,2667,1339,9297,13.67
POST-0272,08/06/2025,LinkedIn,Text Post,Influencer Campaign, united kingdom,London,51.5045,-0.3253,25-34,Negative,277349,199983,4203,727,643,14203,2.79
POST-0684,08/15/2025,Facebook,image,influencer campaign,INDIA,Mumbai,19.0147,73.1564,45-54,Negative,311731,207019,2882,310,164,4354,1.62
POST-0043,2025-12-10,LinkedIn,Carousel ,community engagement,USA,New York,40.7711,-74.2134,55+,Positive,184919,51104,6537,688,295,3887,14.72
